student_id,lms_logins_per_week,assignment_submit_rate,avg_days_late,current_gpa,midterm_score,prior_gpa,credit_load,financial_aid_flag,first_gen_flag,commute_distance_mi,not_retained,major,term
103170,5.6,0.635,3.6,2.33,46.0,,12,0,1,5.8,1,Nursing,Spring 2025
107944,1.2,0.269,2.6,1.6,31.6,1.75,6,0,0,0.2,1,Comp Sci,Fall 2024
106413,11.8,0.825,0.0,3.64,71.1,3.69,15,1,1,22.6,0,BUS,Fall 2025
103214,8.7,0.444,3.9,2.1,55.2,2.11,12,0,0,6.4,1,Nursing,Fall 2025
104355,4.6,0.335,3.2,1.65,46.3,2.0,12,1,1,0.6,0,History,Fall 2025
110267,11.0,0.626,0.0,3.17,60.5,3.37,15,0,0,10.5,0,History,Fall 2025
104571,7.4,0.55,9.0,2.01,46.3,2.47,12,0,1,5.8,1,Psychology,Fall 2025
104738,9.7,0.869,0.0,3.74,79.9,3.99,15,1,0,7.4,1,Nursing,Fall 2025
108909,11.0,0.717,0.4,2.79,60.4,3.23,12,0,0,4.2,0,Engineering,Fall 2025
111330,14.3,0.506,4.5,2.65,44.1,2.68,18,0,0,1.7,1,Biology,Spring 2025
114103,7.9,0.609,0.0,2.92,47.1,3.21,12,0,1,15.3,0,Psychology,Spring 2025
104537,7.4,0.827,0.9,2.95,64.6,2.9,12,1,1,10.9,1,Nursing,Fall 2024
108485,6.2,0.774,0.4,2.87,,2.92,12,1,1,0.3,0,Biology,Fall 2024
105202,6.8,0.723,0.3,2.86,40.1,2.98,18,0,0,,1,Engineering,Spring 2025
104278,6.7,0.639,1.7,2.53,53.7,2.64,18,1,0,33.5,1,Nursing,Spring 2025
103150,8.5,0.666,10.0,3.1,69.1,3.22,12,0,0,2.3,0,Engineering,Fall 2024
113952,12.1,0.792,4.0,2.97,63.1,3.1,15,1,1,16.8,0,History,Spring 2025
102061,5.4,0.435,3.9,2.65,54.5,2.89,15,1,0,0.9,1,Business Admin,Fall 2025
113379,7.3,0.685,8.9,2.43,44.6,2.89,9,1,1,14.9,0,Engineering,Fall 2025
100184,4.8,0.712,6.2,3.14,65.0,3.33,12,0,1,14.6,0,Engineering,Spring 2025
104075,12.0,0.751,4.0,2.93,61.4,2.98,15,1,0,1.8,0,Nursing,Spring 2025
110375,8.3,0.692,2.5,2.61,54.4,2.74,9,1,1,10.7,1,Psychology,Fall 2024
105736,11.2,0.697,1.1,2.1,53.8,2.78,12,0,0,,1,Psychology,Spring 2025
102385,14.3,0.949,0.0,3.82,88.8,3.85,15,1,1,4.6,0,Biology,Spring 2025
111715,0.1,0.612,0.9,2.62,,2.8,12,1,1,3.8,1,Comp Sci,Fall 2024
110334,11.3,0.85,2.8,2.86,53.3,2.62,12,0,0,18.2,0,CS,Fall 2024
100350,2.9,0.578,1.4,2.46,48.6,,12,1,0,4.6,1,CS,Spring 2025
110292,9.0,0.722,0.3,3.21,72.4,3.43,12,1,1,15.9,1,History,Fall 2024
110984,9.0,0.57,1.6,2.61,59.0,2.9,9,1,1,7.3,0,Biology,Spring 2025
105822,10.5,0.485,2.7,1.69,41.6,2.03,12,0,1,14.9,1,History,Spring 2025
112087,6.6,0.799,0.0,3.2,71.2,3.29,15,1,0,4.5,1,Biology,Spring 2025
103186,1.7,0.316,0.8,2.11,45.9,2.51,15,1,1,3.7,1,History,Fall 2025
104648,10.2,0.409,1.0,2.65,55.0,2.51,12,1,0,1.3,0,Nursing,Fall 2024
113998,6.4,0.546,4.0,2.68,50.8,3.2,12,0,0,21.4,0,History,Fall 2025
108139,6.3,0.369,5.2,1.84,42.3,2.02,12,1,0,6.7,1,Biology,Fall 2024
101895,10.5,0.794,6.1,3.46,70.1,3.36,15,0,0,1.0,0,Nursing,Fall 2025
114628,6.7,0.73,1.2,2.37,39.9,2.86,15,1,1,3.0,1,Biology,Fall 2025
111228,9.8,0.903,0.0,3.5,69.9,3.63,15,1,1,11.3,0,Nursing,Fall 2025
101852,4.4,0.6,6.4,2.27,50.7,2.24,15,1,0,2.1,1,Computer Science,Fall 2024
107303,8.9,0.62,3.4,2.57,60.2,3.08,9,1,0,3.5,0,Psychology,Spring 2025
104872,8.9,0.637,3.8,3.03,48.7,3.09,18,0,1,5.0,0,History,Spring 2025
110173,3.9,0.611,1.6,2.17,38.4,2.3,15,0,0,6.8,1,Nursing,Fall 2024
107800,6.7,0.697,1.8,2.71,59.7,2.36,12,1,0,25.1,0,Biology,Fall 2024
107166,9.2,0.403,0.7,2.4,31.6,2.83,9,0,1,18.6,0,BUS,Fall 2024
101881,7.3,0.775,1.0,3.15,,3.12,15,1,0,19.8,0,History,Fall 2024
100904,7.6,0.856,0.0,3.69,74.4,,12,0,1,13.3,0,CS,Spring 2025
102376,7.9,0.672,0.7,2.8,66.2,3.42,15,0,1,0.5,0,Engineering,Spring 2025
103092,5.2,0.822,2.2,3.56,70.2,3.47,9,1,1,,0,Psychology,Fall 2024
103587,4.3,0.706,0.2,3.25,63.8,3.43,15,1,0,3.0,0,Nursing,Fall 2025
109757,11.7,0.517,3.7,2.82,55.6,2.93,12,1,0,9.4,1,Engineering,Spring 2025
113686,11.2,0.723,1.6,2.82,61.8,3.18,18,1,0,1.0,0,Biology,Spring 2025
112305,12.0,0.827,6.5,2.71,66.4,2.97,15,0,0,8.7,0,Nursing,Fall 2025
110566,10.5,0.796,6.4,2.36,48.5,3.06,15,1,0,11.0,0,Engineering,Spring 2025
113436,6.6,0.5,2.4,2.38,60.9,2.67,12,0,0,1.7,1,Biology,Fall 2025
103406,0.3,0.706,3.5,2.76,54.7,3.06,18,1,0,10.9,0,Psychology,Fall 2025
105318,3.1,,1.6,2.3,37.6,2.31,6,1,0,2.8,0,Psychology,Fall 2025
112976,8.4,0.91,2.1,3.02,57.6,3.2,18,0,1,3.7,0,Psych,Fall 2025
104601,15.2,0.917,0.4,3.74,81.4,3.52,6,0,1,16.9,0,Psychology,Fall 2025
100744,5.5,0.127,4.3,2.23,28.3,,6,1,0,3.5,1,Computer Science,Fall 2024
111499,7.3,0.766,2.5,3.41,83.3,3.36,12,0,0,0.2,0,Nursing,Fall 2024
109392,6.3,0.307,3.5,2.24,30.8,2.61,15,1,0,9.6,1,Biology,Fall 2025
114337,11.5,0.915,0.0,3.33,69.0,3.48,15,1,1,21.7,0,History,Spring 2025
105274,4.9,0.098,2.1,1.45,20.4,1.68,12,0,0,0.4,0,Biology,Fall 2024
101579,6.7,0.854,4.8,3.64,84.2,3.62,15,1,1,1.2,0,Biology,Spring 2025
100453,10.1,,3.5,2.41,42.8,2.82,15,1,0,9.9,0,Computer Science,Spring 2025
111659,9.5,0.668,1.4,2.03,46.8,3.08,12,0,1,0.8,1,Psychology,Fall 2024
101221,4.4,0.551,3.2,2.56,42.3,2.45,15,1,0,33.9,0,Computer Science,Fall 2025
107537,11.5,0.856,2.3,3.78,83.3,3.81,12,1,1,0.0,0,Engineering,Fall 2024
105372,4.8,0.832,0.7,3.73,,3.4,18,1,0,1.6,0,Business,Spring 2025
112247,7.0,0.745,2.0,2.51,63.6,3.24,12,1,1,0.1,0,Comp Sci,Spring 2025
103476,5.5,0.834,0.7,2.92,73.8,2.91,15,0,1,1.6,0,Psych,Fall 2024
105827,5.1,0.833,1.7,3.38,76.5,3.51,15,0,0,5.8,0,Engineering,Fall 2024
102511,9.7,,0.0,3.44,83.4,3.8,12,1,0,2.2,0,Biology,Spring 2025
101171,4.4,0.422,0.8,2.67,61.9,3.1,12,1,1,1.1,1,History,Fall 2025
102722,5.5,0.434,0.0,3.0,63.6,3.19,12,0,0,15.0,0,Business Admin,Fall 2024
107258,3.5,0.547,1.1,2.67,52.1,2.69,15,1,1,1.7,0,BUS,Spring 2025
111970,12.3,0.754,0.0,3.33,64.8,3.39,15,0,1,13.8,0,Engineering,Spring 2025
107324,10.9,0.831,0.8,2.64,60.1,3.37,12,0,1,9.7,1,History,Fall 2025
101533,10.5,0.676,2.5,2.98,,3.09,15,0,1,5.9,0,Engineering,Spring 2025
102224,10.1,0.853,0.0,3.71,83.0,3.89,15,0,1,2.6,0,History,Spring 2025
104351,5.5,0.716,0.3,2.44,55.8,2.82,15,1,0,2.9,0,Nursing,Fall 2025
101524,4.9,0.804,3.4,2.97,67.1,2.54,12,1,1,3.0,0,Nursing,Spring 2025
101185,5.7,0.567,3.6,2.61,43.3,2.43,15,1,1,7.3,1,Engineering,Fall 2024
104967,7.8,0.778,7.0,2.73,67.0,2.92,15,1,0,3.0,1,Nursing,Fall 2024
102305,5.6,0.274,7.8,1.25,26.7,1.71,9,0,0,1.6,1,Psychology,Spring 2025
114157,4.9,0.553,2.6,2.22,45.5,2.69,18,0,1,0.9,0,Business Admin,Fall 2025
108922,5.8,0.869,0.4,2.41,60.0,3.26,18,1,0,5.6,0,BUS,Spring 2025
105524,10.6,0.965,0.2,3.02,75.7,3.57,12,1,0,4.1,0,Engineering,Fall 2024
107277,0.0,0.385,9.9,2.07,36.3,1.96,15,0,0,6.2,1,computer science,Fall 2025
113864,10.1,0.73,0.3,3.23,80.6,3.02,15,0,0,9.9,0,Business,Fall 2024
102025,7.3,0.759,3.2,3.38,71.3,3.32,15,1,0,0.6,0,History,Fall 2025
114477,7.8,0.61,3.2,2.65,59.1,3.56,15,1,1,7.1,0,Business,Fall 2025
104891,3.6,0.843,0.9,2.88,50.6,3.18,15,0,0,1.5,1,Biology,Spring 2025
107550,2.0,0.926,2.0,2.93,65.3,3.23,6,0,1,2.2,1,Engineering,Fall 2024
101426,0.0,,4.0,2.55,67.9,,18,1,0,0.1,0,Engineering,Fall 2024
106709,7.4,0.863,4.8,2.8,64.2,3.05,6,0,0,7.6,0,Business Admin,Spring 2025
105592,8.4,0.578,1.4,3.17,56.6,2.47,12,1,0,19.0,0,Psychology,Fall 2024
105904,9.1,0.63,4.8,2.5,63.9,2.73,15,1,0,24.8,0,Engineering,Fall 2025
102442,4.9,0.623,2.6,2.08,60.8,2.57,12,0,0,2.3,1,Engineering,Fall 2024
100016,6.1,0.802,0.0,3.42,88.2,3.51,9,1,0,3.5,0,computer science,Spring 2025
108244,3.8,0.741,2.4,2.74,56.9,2.89,6,1,1,9.5,1,computer science,Fall 2025
105637,14.3,0.862,3.3,3.43,71.3,3.77,12,1,1,2.7,0,History,Fall 2025
114147,7.5,0.651,1.8,2.92,73.5,2.9,12,1,1,19.6,0,Psych,Fall 2025
111879,13.2,0.464,1.8,2.52,59.4,2.79,15,1,0,15.0,0,Biology,Fall 2025
111898,8.3,0.915,1.8,3.0,78.1,3.29,15,0,0,17.4,0,Engineering,Fall 2025
107837,7.4,0.616,3.9,2.51,68.5,2.97,12,1,1,1.0,0,Comp Sci,Fall 2024
102858,6.3,0.53,5.6,3.0,60.8,2.97,18,1,1,7.7,1,BUS,Fall 2024
114512,10.0,0.755,0.4,3.14,,3.21,9,1,0,8.0,0,Psych,Fall 2024
114533,1.4,0.359,5.0,1.73,,2.05,15,1,0,8.2,1,History,Spring 2025
102314,7.9,0.697,0.7,2.67,53.1,3.22,15,1,0,2.3,0,Nursing,Spring 2025
109922,7.3,0.693,4.0,2.94,53.8,2.91,15,0,0,10.1,0,History,Fall 2024
100431,13.0,0.869,2.5,3.54,77.4,,12,0,1,1.4,0,BUS,Fall 2024
105059,5.4,0.719,0.9,2.18,53.9,2.89,12,0,0,11.9,0,BUS,Fall 2025
110512,6.5,0.909,1.7,3.78,73.5,3.87,18,0,0,24.1,0,Nursing,Spring 2025
108734,11.2,0.761,0.0,2.94,62.7,3.11,6,1,1,1.4,0,Engineering,Fall 2024
101401,9.0,0.819,0.0,3.59,74.4,3.93,18,1,0,,0,Psychology,Fall 2025
108608,7.5,0.608,1.3,2.92,68.7,3.07,12,0,0,3.7,0,Computer Science,Spring 2025
102887,4.8,0.598,2.9,2.48,50.6,2.9,15,0,1,1.4,0,Psych,Spring 2025
101610,4.4,0.678,1.7,3.53,60.8,3.31,12,1,0,0.3,1,Nursing,Fall 2024
111828,12.5,0.467,1.7,1.81,38.0,2.36,15,1,0,22.6,0,Psychology,Fall 2025
105941,6.8,0.541,1.5,2.67,53.9,2.56,15,0,0,4.9,0,Engineering,Fall 2025
104956,5.3,,0.2,3.25,71.2,3.19,15,1,1,0.2,0,Business,Fall 2024
104426,6.6,0.701,1.2,3.05,40.7,2.96,12,0,0,18.4,0,Business Admin,Fall 2024
112392,15.1,0.963,0.0,3.99,86.7,4.0,12,1,1,15.4,0,Engineering,Fall 2024
113007,5.8,0.968,0.6,3.23,71.0,3.89,15,1,0,0.6,0,Comp Sci,Fall 2024
109052,9.8,0.634,1.4,2.89,73.5,2.99,15,1,1,6.1,1,Business,Fall 2024
101026,1.5,0.823,10.4,1.97,62.7,2.71,6,0,1,10.0,0,Psychology,Fall 2024
106328,8.0,0.738,4.7,2.58,62.8,2.73,15,1,0,3.9,1,BUS,Spring 2025
114619,8.1,0.363,7.2,2.41,38.6,2.7,15,1,0,3.8,1,CS,Fall 2024
100985,8.2,0.712,11.7,2.73,50.6,3.23,12,1,1,1.5,0,Engineering,Fall 2024
101981,13.2,0.64,0.5,3.19,63.8,3.34,15,1,0,25.6,0,Psych,Fall 2025
101032,12.0,0.64,0.9,2.06,50.9,2.52,15,1,0,0.8,0,History,Fall 2024
103042,14.0,0.702,0.1,3.1,65.4,3.21,15,0,1,10.9,0,History,Fall 2024
100311,11.5,0.826,3.0,2.79,72.9,3.07,12,0,0,8.3,0,Biology,Fall 2025
102578,6.3,0.801,1.1,3.16,56.1,3.09,12,0,0,28.5,1,Engineering,Spring 2025
111141,8.9,0.742,2.7,3.14,63.5,2.98,18,1,0,2.5,0,Biology,Spring 2025
106883,10.9,0.649,1.5,3.23,65.4,3.2,12,0,1,10.6,0,History,Fall 2025
114693,7.2,0.317,4.3,1.6,42.3,2.38,12,1,0,3.5,1,Psych,Fall 2024
114461,8.1,0.735,0.5,3.43,60.4,3.23,15,0,0,0.3,0,History,Fall 2025
112788,10.4,0.783,0.1,3.19,73.2,3.29,15,1,1,19.7,1,Business,Spring 2025
106210,4.2,,4.7,2.56,68.9,,15,0,0,8.5,1,History,Fall 2024
108550,8.3,0.677,0.0,2.73,60.9,3.37,15,1,0,9.0,0,History,Fall 2024
104324,4.0,0.617,2.1,2.2,55.2,2.64,6,0,0,0.1,1,CS,Fall 2024
109443,13.4,0.787,5.4,3.76,72.8,3.83,15,1,0,8.9,0,Biology,Fall 2024
103281,5.3,0.726,1.4,2.94,,3.24,15,1,0,5.8,0,CS,Fall 2024
103773,9.4,0.701,2.6,3.23,,,15,1,1,20.7,1,Nursing,Fall 2025
103624,3.0,0.937,0.0,3.57,89.4,3.67,12,1,1,12.2,0,Biology,Spring 2025
109248,7.7,0.798,2.2,3.07,71.0,3.17,12,0,0,9.4,1,Engineering,Fall 2025
114131,7.7,0.725,0.1,3.54,65.9,3.24,12,1,1,1.0,0,Biology,Fall 2025
109888,8.6,0.744,1.0,2.8,68.5,2.99,9,1,0,9.3,1,History,Fall 2025
113390,11.0,0.899,4.4,2.42,64.3,2.9,12,0,1,14.0,1,Nursing,Fall 2024
105540,10.9,0.583,4.4,2.72,70.6,2.97,9,1,1,1.0,1,Engineering,Spring 2025
110395,8.0,0.741,11.4,2.24,55.3,2.67,12,1,0,8.6,1,Business,Fall 2024
113125,8.6,0.491,1.6,1.88,50.9,2.12,15,0,0,4.8,0,Engineering,Spring 2025
101938,9.8,0.681,6.0,2.88,68.7,2.97,15,0,0,21.9,1,Engineering,Spring 2025
114792,10.0,,1.1,2.84,59.9,2.89,9,1,1,3.3,0,CS,Fall 2025
110558,8.6,0.704,5.6,2.53,48.1,3.09,12,1,1,18.6,0,History,Spring 2025
111324,9.3,0.378,0.4,2.48,38.2,2.81,18,0,0,6.0,1,CS,Fall 2025
113252,11.9,0.792,0.5,2.82,71.0,3.23,9,1,0,4.8,0,CS,Spring 2025
108180,6.9,0.44,5.7,1.81,31.1,2.26,6,0,0,1.3,1,CS,Fall 2025
112345,9.3,0.769,0.6,3.09,69.5,3.18,12,0,0,3.2,0,Computer Science,Fall 2024
104068,8.2,0.38,2.9,2.42,40.3,2.48,15,0,1,15.3,1,History,Spring 2025
108935,6.3,0.336,1.2,1.84,36.9,2.25,15,1,1,7.6,1,Psychology,Fall 2025
113101,0.2,0.604,1.3,2.52,,2.54,12,0,0,0.9,0,Biology,Fall 2024
102681,10.2,0.83,0.5,3.45,76.2,3.53,12,1,1,7.0,0,Psychology,Fall 2025
103063,8.5,0.403,5.6,1.58,38.2,2.44,12,1,1,6.0,1,Psych,Spring 2025
102670,14.8,0.711,0.5,3.3,57.8,3.3,15,0,0,26.7,0,Psychology,Fall 2024
109421,12.1,0.787,2.4,3.18,54.5,2.86,9,0,0,2.7,0,Biology,Spring 2025
101514,5.0,0.689,5.8,2.53,63.4,2.72,12,1,1,,1,Engineering,Spring 2025
100626,4.1,0.697,0.0,2.79,60.6,,15,1,1,0.0,1,Psych,Fall 2024
110328,0.0,0.44,1.5,2.73,58.5,2.51,12,1,0,17.6,1,computer science,Spring 2025
101060,8.7,0.742,0.8,2.3,43.6,2.78,12,1,1,2.9,0,History,Fall 2024
104064,12.0,0.868,1.2,3.55,80.9,4.0,6,1,0,7.4,0,CS,Fall 2024
105829,8.1,0.739,0.2,2.98,,3.12,15,0,1,2.4,0,Psych,Fall 2024
103854,7.7,0.704,3.0,2.54,51.4,2.7,12,0,0,9.1,1,Psychology,Fall 2024
101403,4.9,0.775,0.7,3.44,82.4,3.28,18,0,0,6.3,0,Comp Sci,Fall 2025
110118,8.8,0.671,0.0,2.81,60.5,3.1,9,1,0,8.6,1,Business Admin,Fall 2025
107362,12.8,0.67,1.6,2.9,54.4,2.74,12,1,1,0.0,0,Nursing,Spring 2025
108525,1.5,0.725,2.9,2.69,57.2,2.6,18,1,1,19.7,1,Business,Fall 2025
113625,5.7,0.536,6.0,2.5,51.6,2.84,12,1,0,0.2,1,BUS,Fall 2024
113539,2.7,0.495,1.5,2.46,46.5,2.44,9,1,1,8.7,1,Engineering,Fall 2024
104619,6.8,0.619,15.6,3.06,69.4,2.72,12,0,0,8.3,0,computer science,Spring 2025
110306,10.0,0.86,8.4,3.13,,3.85,15,0,0,15.4,0,Psychology,Spring 2025
102413,4.3,0.439,7.1,2.57,43.9,2.53,9,1,0,7.0,1,Nursing,Spring 2025
100865,13.1,0.765,9.2,2.55,58.6,2.96,12,1,1,15.7,1,Psychology,Fall 2024
105240,11.1,0.583,3.5,3.41,67.4,3.55,15,0,0,7.1,0,Nursing,Fall 2025
108379,11.5,0.436,1.5,2.62,55.6,,18,0,0,5.0,0,Engineering,Spring 2025
104045,7.6,0.733,6.5,3.04,,3.34,12,0,0,8.8,1,Biology,Fall 2024
109474,6.8,0.647,1.7,2.99,53.3,,12,0,0,6.3,0,Nursing,Fall 2025
105271,6.3,0.813,0.0,2.73,56.8,3.43,15,0,1,3.1,0,CS,Spring 2025
110961,9.3,0.84,1.6,2.99,67.3,3.14,15,0,0,25.0,0,Engineering,Fall 2025
107353,11.8,0.603,0.7,2.43,39.7,2.93,15,0,0,3.4,0,Biology,Fall 2024
105754,3.5,0.53,3.3,2.36,42.3,2.82,15,0,0,1.9,1,Nursing,Fall 2024
108497,9.0,0.929,0.0,3.24,68.8,3.58,6,1,1,18.1,0,Business,Fall 2025
101106,7.6,0.758,8.2,3.27,65.6,2.87,15,1,0,17.8,0,Engineering,Fall 2024
106574,9.3,0.815,1.3,3.19,72.0,3.51,15,0,0,9.2,1,Comp Sci,Fall 2024
100594,6.0,0.711,1.8,2.87,59.4,3.33,18,0,0,4.0,0,Psychology,Spring 2025
107386,8.3,0.685,1.2,2.21,,2.43,9,1,0,1.9,0,CS,Fall 2024
108880,8.9,0.685,3.0,2.39,50.4,2.94,9,1,1,1.4,0,History,Fall 2024
114546,6.6,0.476,2.0,2.7,55.7,2.64,15,0,0,9.9,1,CS,Fall 2025
107246,8.7,0.57,2.6,2.24,52.3,2.48,12,1,1,2.7,1,History,Fall 2024
112768,7.3,0.672,3.7,2.72,62.4,3.43,15,1,0,27.0,1,Engineering,Fall 2024
104227,5.8,0.858,0.0,3.13,71.3,3.81,15,1,0,4.1,0,History,Fall 2025
112090,11.9,0.424,2.1,2.47,43.4,2.82,12,0,0,15.2,1,Psychology,Fall 2025
100599,9.6,0.895,1.4,3.08,70.6,3.78,12,0,0,3.8,0,Psych,Spring 2025
114781,5.4,0.772,0.0,2.64,77.6,3.35,15,1,0,13.4,0,Psychology,Fall 2025
113021,12.9,0.589,2.8,2.74,64.6,3.51,12,1,0,19.5,1,Nursing,Fall 2024
110654,10.2,0.729,6.1,3.16,76.3,3.47,12,0,0,13.9,0,Business,Fall 2024
111969,11.1,0.567,2.3,2.56,56.4,2.91,12,1,0,4.6,1,Engineering,Fall 2025
102331,11.3,0.752,0.9,2.72,57.2,2.89,12,1,0,3.1,0,BUS,Spring 2025
106793,7.3,0.535,1.3,2.73,52.8,3.13,12,0,0,26.3,0,Engineering,Fall 2025
101076,17.4,0.792,4.3,3.58,75.3,3.56,18,1,0,0.5,0,History,Fall 2025
113798,13.3,0.74,2.3,3.58,47.0,3.59,12,1,0,6.2,0,Nursing,Spring 2025
102351,2.1,0.555,11.5,2.65,46.7,2.29,12,1,1,10.5,1,Nursing,Fall 2024
101146,7.8,0.406,3.6,2.48,57.7,2.64,18,1,1,14.6,1,History,Fall 2024
112756,3.6,0.68,5.1,3.01,72.4,2.86,18,1,0,14.3,0,Nursing,Spring 2025
102651,9.7,0.928,0.8,3.28,71.4,,15,0,0,5.7,0,Business,Fall 2025
112620,7.1,0.441,0.3,2.32,38.7,3.03,12,1,1,11.8,1,Engineering,Fall 2024
101796,6.9,0.622,0.7,3.15,64.3,3.36,12,0,0,1.1,0,Engineering,Spring 2025
102287,7.7,0.866,8.8,2.86,57.1,3.35,12,0,1,4.5,0,Nursing,Fall 2024
111869,6.6,0.344,1.7,2.15,45.4,2.72,15,0,0,3.2,0,Psych,Spring 2025
114748,10.7,0.771,1.3,2.81,62.2,3.17,15,0,1,6.0,1,Engineering,Fall 2024
106597,2.5,0.812,3.0,2.97,,3.12,12,1,0,9.9,0,Business,Fall 2025
112530,9.5,0.865,10.3,2.89,66.7,3.43,12,0,0,5.3,1,Psych,Fall 2024
111625,8.2,0.532,0.9,2.17,42.6,2.43,9,1,0,10.4,1,Business Admin,Fall 2025
112955,6.2,0.745,0.3,2.52,51.3,2.85,15,0,0,0.1,0,Engineering,Fall 2025
100689,6.5,0.788,0.0,3.12,75.9,3.67,15,0,0,12.6,0,History,Fall 2025
108990,8.4,0.774,0.0,2.98,60.3,3.55,12,0,1,15.9,0,Engineering,Fall 2024
100294,6.4,0.613,3.2,2.27,49.4,2.05,12,0,1,15.0,1,History,Fall 2025
109613,1.8,0.746,11.9,2.13,57.6,2.82,15,1,0,1.8,1,Engineering,Spring 2025
111768,7.8,0.57,1.1,2.62,56.1,2.51,9,1,0,0.1,0,Nursing,Fall 2024
109881,8.0,0.44,0.6,2.71,65.3,3.17,18,0,0,2.6,0,Psych,Fall 2025
102191,6.6,0.701,7.4,2.93,56.3,3.02,15,1,0,1.2,0,Psychology,Spring 2025
107418,5.5,0.205,3.7,2.12,22.9,2.25,15,1,0,5.0,1,Comp Sci,Spring 2025
110839,5.1,0.769,1.6,3.26,71.4,3.47,9,1,1,1.2,0,Psych,Spring 2025
114387,12.6,0.756,0.7,3.18,74.9,,12,1,0,9.1,0,Biology,Spring 2025
113298,6.5,0.846,1.4,3.78,72.9,3.05,15,0,0,22.9,0,Nursing,Fall 2025
114804,10.6,0.513,7.9,2.09,49.9,2.72,12,1,0,4.8,0,Biology,Fall 2024
114908,9.5,0.827,4.2,3.54,79.1,3.65,15,1,0,0.1,0,computer science,Fall 2024
103641,7.3,0.553,1.3,2.45,56.1,2.51,12,1,0,7.0,0,Nursing,Fall 2025
110510,14.9,0.656,7.6,3.3,,3.4,15,0,0,12.6,0,Biology,Spring 2025
113121,5.0,0.566,0.8,2.29,42.4,2.61,9,1,0,3.9,1,Biology,Fall 2024
112575,8.2,0.79,0.0,3.22,71.4,,15,0,0,0.9,0,Comp Sci,Fall 2025
113923,5.6,0.806,1.3,3.59,62.9,3.31,9,1,1,4.8,0,History,Spring 2025
105267,6.6,0.68,1.3,2.27,46.2,2.66,15,0,1,0.0,1,Biology,Fall 2025
110895,8.6,0.42,2.2,2.22,42.2,1.96,12,0,1,5.0,1,Nursing,Fall 2024
104087,3.1,0.349,3.3,1.73,48.1,2.15,15,1,0,8.3,1,Biology,Fall 2025
109037,3.9,0.827,3.2,3.07,68.0,3.19,18,0,0,0.4,0,History,Spring 2025
105591,6.2,0.841,1.7,2.84,61.4,3.11,12,1,1,8.2,0,Biology,Fall 2025
111824,11.5,0.768,1.7,2.56,58.9,2.76,12,0,1,6.2,0,Business,Spring 2025
108279,8.4,0.895,0.2,3.26,66.4,3.74,15,1,0,1.9,0,Engineering,Fall 2025
114412,3.8,0.626,1.1,2.43,49.4,2.89,18,0,0,3.6,1,Business Admin,Fall 2025
111830,4.7,0.811,0.1,3.3,73.6,3.29,15,0,0,12.6,0,Business Admin,Fall 2024
102910,0.3,0.613,1.9,2.45,53.5,2.92,6,0,1,0.2,1,CS,Fall 2024
104979,9.3,0.708,0.1,2.47,61.1,,12,1,1,2.8,0,Engineering,Fall 2025
113455,6.2,0.625,8.3,2.87,42.0,3.15,12,1,0,5.8,1,Psych,Fall 2024
106593,13.7,0.787,5.7,2.7,59.0,2.77,15,1,1,5.8,0,Psychology,Fall 2025
112999,9.5,0.852,0.5,3.06,80.8,3.22,12,1,0,2.6,0,Psych,Spring 2025
114805,11.2,0.902,7.5,2.98,66.4,3.5,15,1,1,7.9,1,Nursing,Fall 2025
110236,8.7,0.576,5.6,2.64,53.1,3.19,9,0,1,29.8,1,Psych,Fall 2025
108479,8.8,0.435,0.8,2.32,45.4,2.75,6,0,1,1.8,0,Nursing,Fall 2025
112596,8.9,0.52,1.9,1.85,39.7,2.47,12,1,1,3.0,1,Nursing,Fall 2025
102592,5.4,0.567,2.2,2.28,50.7,2.18,15,1,0,0.7,0,Biology,Fall 2025
109971,10.3,0.719,0.8,3.05,54.2,2.99,12,1,0,17.0,0,History,Spring 2025
114851,4.9,0.648,5.2,2.58,67.3,3.11,12,1,1,25.8,0,computer science,Spring 2025
100186,11.6,0.777,4.3,2.74,64.9,2.98,12,1,0,6.2,0,History,Spring 2025
112389,9.2,0.691,4.4,2.84,69.9,2.97,15,1,1,1.2,1,Business,Fall 2024
108007,3.6,0.787,0.7,2.7,64.6,2.72,9,1,1,11.4,1,Biology,Fall 2024
100317,3.0,0.553,6.6,2.64,69.8,2.34,15,1,1,2.8,0,Engineering,Fall 2025
106046,5.7,0.675,0.0,2.89,71.0,3.16,15,1,0,7.5,0,Biology,Fall 2025
112696,2.5,0.786,0.2,2.37,53.1,3.33,12,1,1,0.5,1,computer science,Fall 2025
108335,16.8,0.679,6.1,2.88,67.9,3.53,12,1,1,6.7,0,Business Admin,Fall 2025
101437,2.2,0.274,5.3,1.96,,1.9,9,0,0,15.2,1,History,Fall 2024
102249,12.1,0.907,0.0,3.17,70.7,3.63,15,0,0,21.5,0,Comp Sci,Fall 2025
107645,10.2,0.57,2.8,2.45,45.0,2.9,12,0,0,3.7,0,History,Fall 2025
111000,15.7,0.891,0.0,3.31,85.1,3.5,6,1,1,5.6,0,Psych,Fall 2024
105889,6.8,0.908,3.6,3.04,75.7,3.32,12,0,0,1.3,0,Psychology,Fall 2025
113466,8.0,0.611,3.2,3.04,66.9,3.05,15,1,0,10.9,1,Business Admin,Spring 2025
102718,4.8,0.798,0.5,3.3,76.5,3.23,12,1,0,2.2,0,Business,Spring 2025
